"Vector","Title","Frequency","Description","Reference Period","Unit of Measure","Value","Source"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1971","2002=100","21.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1971","2002=100","21.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1971","2002=100","21.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 1971","2002=100","21.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 1971","2002=100","21.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 1972","2002=100","21.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 1972","2002=100","21.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 1972","2002=100","21.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 1972","2002=100","21.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 1972","2002=100","21.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 1972","2002=100","21.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 1972","2002=100","22.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1972","2002=100","22.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1972","2002=100","22.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1972","2002=100","22.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 1972","2002=100","22.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 1972","2002=100","22.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 1973","2002=100","22.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 1973","2002=100","22.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 1973","2002=100","22.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 1973","2002=100","23.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 1973","2002=100","23.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 1973","2002=100","23.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 1973","2002=100","23.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1973","2002=100","24.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1973","2002=100","24.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1973","2002=100","24.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 1973","2002=100","24.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 1973","2002=100","24.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 1974","2002=100","24.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 1974","2002=100","24.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 1974","2002=100","25.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 1974","2002=100","25.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 1974","2002=100","25.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 1974","2002=100","26.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 1974","2002=100","26.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1974","2002=100","26.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1974","2002=100","26.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1974","2002=100","27.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 1974","2002=100","27.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 1974","2002=100","27.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 1975","2002=100","27.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 1975","2002=100","27.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 1975","2002=100","28.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 1975","2002=100","28.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 1975","2002=100","28.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 1975","2002=100","28.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 1975","2002=100","29.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1975","2002=100","29.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1975","2002=100","29.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1975","2002=100","29.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 1975","2002=100","30.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 1975","2002=100","30.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 1976","2002=100","30.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 1976","2002=100","30.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 1976","2002=100","30.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 1976","2002=100","30.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 1976","2002=100","30.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 1976","2002=100","31.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 1976","2002=100","31.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1976","2002=100","31.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1976","2002=100","31.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1976","2002=100","31.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 1976","2002=100","31.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 1976","2002=100","31.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 1977","2002=100","32.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 1977","2002=100","32.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 1977","2002=100","32.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 1977","2002=100","33.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 1977","2002=100","33.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 1977","2002=100","33.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 1977","2002=100","33.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1977","2002=100","33.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1977","2002=100","34.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1977","2002=100","34.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 1977","2002=100","34.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 1977","2002=100","34.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 1978","2002=100","35.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 1978","2002=100","35.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 1978","2002=100","35.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 1978","2002=100","35.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 1978","2002=100","36.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 1978","2002=100","36.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 1978","2002=100","37.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1978","2002=100","37.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1978","2002=100","37.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1978","2002=100","37.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 1978","2002=100","37.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 1978","2002=100","37.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 1979","2002=100","38.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 1979","2002=100","38.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 1979","2002=100","39.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 1979","2002=100","39.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 1979","2002=100","39.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 1979","2002=100","39.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 1979","2002=100","40.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1979","2002=100","40.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1979","2002=100","40.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1979","2002=100","41.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 1979","2002=100","41.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 1979","2002=100","41.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 1980","2002=100","41.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 1980","2002=100","42.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 1980","2002=100","42.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 1980","2002=100","42.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 1980","2002=100","43.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 1980","2002=100","43.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 1980","2002=100","44.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1980","2002=100","44.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1980","2002=100","45.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1980","2002=100","45.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 1980","2002=100","46.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 1980","2002=100","46.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 1981","2002=100","46.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 1981","2002=100","47.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 1981","2002=100","48.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 1981","2002=100","48.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 1981","2002=100","48.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 1981","2002=100","49.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 1981","2002=100","49.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 1981","2002=100","50.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 1981","2002=100","50.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 1981","2002=100","51.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
